-58.59376,4.25E-05,-0.015199129
-58.57911156,0.001377822,-0.022501429
-58.56446312,0.001043995,-0.022501429
-58.54981468,0.000710167,-0.022501429
-58.53516624,-0.000291315,-0.022501429
-58.5205178,0.00037634,-0.026152579
-58.50586936,0.001377822,-0.026152579
-58.49122092,-0.000291315,-0.026152579
-58.47657248,0.002045477,-0.026152579
-58.46192404,0.000710167,-0.029803729
-58.4472756,0.000710167,-0.029803729
-58.43262716,0.00037634,-0.033454879
-58.41797872,-0.000291315,-0.033454879
-58.40333028,0.001043995,-0.03710603
-58.38868184,4.25E-05,-0.03710603
-58.3740334,0.000710167,-0.04075718
-58.35938496,0.000710167,-0.04075718
-58.34473652,0.00171165,-0.04440833
-58.33008808,4.25E-05,-0.04440833
-58.31543964,4.25E-05,-0.04075718
-58.3007912,0.00037634,-0.04075718
-58.28614276,-0.001292797,-0.04075718
-58.27149432,0.003046959,-0.033454879
-58.25684588,-0.002961934,-0.029803729
-58.24219744,0.002379304,-0.029803729
-58.227549,0.001043995,-0.022501429
-58.21290056,0.001043995,-0.018850279
-58.19825212,0.00037634,-0.018850279
-58.18360368,0.00037634,-0.018850279
-58.16895524,0.001377822,-0.015199129
-58.1543068,4.25E-05,-0.015199129
-58.13965836,0.001377822,-0.018850279
-58.12500992,0.001043995,-0.018850279
-58.11036148,0.001043995,-0.018850279
-58.09571304,0.00037634,-0.018850279
-58.0810646,0.00171165,-0.018850279
-58.06641616,-0.000291315,-0.018850279
-58.05176772,0.00037634,-0.022501429
-58.03711928,0.000710167,-0.018850279
-58.02247084,-0.000291315,-0.018850279
-58.0078224,0.001377822,-0.018850279
-57.99317396,0.000710167,-0.018850279
-57.97852552,4.25E-05,-0.015199129
-57.96387708,0.00037634,-0.015199129
-57.94922864,0.000710167,-0.011547979
-57.9345802,0.000710167,-0.011547979
-57.91993176,0.001043995,-0.007896829
-57.90528332,0.000710167,-0.000594528
-57.89063488,-0.000291315,-0.000594528
-57.87598644,0.001377822,-0.004245679
-57.861338,0.001377822,-0.000594528
-57.84668956,0.00171165,-0.007896829
-57.83204112,4.25E-05,-0.004245679
-57.81739268,0.001043995,-0.007896829
-57.80274424,4.25E-05,-0.011547979
-57.7880958,-0.000625142,-0.011547979
-57.77344736,4.25E-05,-0.015199129
-57.75879892,0.00037634,-0.018850279
-57.74415048,0.001043995,-0.022501429
-57.72950204,0.001377822,-0.022501429
-57.7148536,0.00037634,-0.026152579
-57.70020516,0.001043995,-0.026152579
-57.68555672,-0.000291315,-0.022501429
-57.67090828,0.000710167,-0.022501429
-57.65625984,4.25E-05,-0.026152579
-57.6416114,0.00037634,-0.022501429
-57.62696296,0.00171165,-0.022501429
-57.61231452,0.001043995,-0.022501429
-57.59766608,0.00037634,-0.022501429
-57.58301764,0.001043995,-0.026152579
-57.5683692,0.00037634,-0.026152579
-57.55372076,-0.000291315,-0.026152579
-57.53907232,0.000710167,-0.026152579
-57.52442388,0.00037634,-0.026152579
-57.50977544,0.001043995,-0.026152579
-57.495127,0.002045477,-0.022501429
-57.48047856,0.00037634,-0.026152579
-57.46583012,0.00037634,-0.026152579
-57.45118168,0.000710167,-0.026152579
-57.43653324,-0.000291315,-0.026152579
-57.4218848,0.000710167,-0.026152579
-57.40723636,0.001377822,-0.026152579
-57.39258792,0.00037634,-0.026152579
-57.37793948,0.001043995,-0.026152579
-57.36329104,0.00171165,-0.022501429
-57.3486426,-0.000291315,-0.022501429
-57.33399416,0.000710167,-0.026152579
